"text","source","url"
"What parents, students and teachers want to see changed in the government's SEND reform Some government plans for SEND were leaked earlier this week. But what else do families want to change?","BBC News","https://www.bbc.com/news/articles/c2e4rvzw7nlo?at_medium=RSS&at_campaign=rss"
"Four men, one aim - to end 102-year wait for Winter Olympic curling gold All eyes will be on Team GB's Bruce Mouat, Grant Hardie, Hammy McMillan and Bobby Lammie on Saturday (18:05 GMT) when they take on Canada with a gold medal at stake at the Winter Olympics.","BBC News","https://www.bbc.com/sport/articles/ce3gqz1yyyyo?at_medium=RSS&at_campaign=rss"
"Neutral athletes allowed to attend closing ceremony Individual Neutral Athletes will be allowed to attend the closing ceremony of the Milan-Cortina 2026 Winter Olympics, having not been present at the opening event.","BBC News","https://www.bbc.com/sport/articles/c2041rem5j4o?at_medium=RSS&at_campaign=rss"
"GB '25 years' behind world's best in short track Great Britain has fallen 25 years behind the best short track nations in the world amid outdated facilities and rising costs, according to British Ice Skating's head of performance.","BBC News","https://www.bbc.com/sport/articles/czx70wpxkp1o?at_medium=RSS&at_campaign=rss"
"'I'm on right side' - Team GB's Kenworthy on death threats after ICE post Team GB's Gus Kenworthy says he is ""on the right side"" after he received death threats for posting a graphic message about the United States' Immigration and Customs Enforcement organisation.","BBC News","https://www.bbc.com/sport/articles/c07j18rgrpxo?at_medium=RSS&at_campaign=rss"
"GB go for men's curling gold and Atkin in halfpipe final - Saturday's guide What's happening and who to look out for at the 2026 Winter Olympics in Milan-Cortina.","BBC News","https://www.bbc.com/sport/articles/c338y36kngzo?at_medium=RSS&at_campaign=rss"
"Multi-cancer blood test missed key goal in NHS trial The company behind the test said there were positive signs that some of the most aggressive cancers could be prevented.","BBC News","https://www.bbc.com/news/articles/cwyx7580xvyo?at_medium=RSS&at_campaign=rss"
"'Throne Out' and 'Liberation Day levies ruled illegal' Plans to remove Andrew from royal succession and Supreme Court ruling on Trump's tariffs leads Saturday's papers.","BBC News","https://www.bbc.com/news/articles/crk827xgd45o?at_medium=RSS&at_campaign=rss"
"Welcome to Australia's hottest beach event - nowhere near the sea Tonnes of sand and flocks of tourists are ferried into Cootamundra for its annual volleyball tournament.","BBC News","https://www.bbc.com/news/articles/crrx792qk81o?at_medium=RSS&at_campaign=rss"
"Avalanches kill five in Austrian Alps, officials say A man skiing with his son was among the victims on Friday, bringing the region's avalanche death toll this season to at least 21.","BBC News","https://www.bbc.com/news/articles/c5yqgz2q58lo?at_medium=RSS&at_campaign=rss"
"UK puffins in peril as winter storms threaten mass seabird 'wreck' Hundreds of dead and dying seabirds are washing up on British beaches.","BBC News","https://www.bbc.com/news/articles/c043edkn942o?at_medium=RSS&at_campaign=rss"
"Is £70 becoming harder to justify? The rise of cheaper blockbuster games As top games such as GTA 6 are speculated to cost $100 (£74), some developers are deliberately pricing lower.","BBC News","https://www.bbc.com/news/articles/ckg1nwwv1xyo?at_medium=RSS&at_campaign=rss"
"The woman defying norms in Iran - and starring in an Oscar-tipped film In a room of 1,500 men, Sara Shahverdi becomes the only female leader in her region of Iran - a new film joins her as she pushes for change.","BBC News","https://www.bbc.com/news/articles/cn0ewenyg22o?at_medium=RSS&at_campaign=rss"
"I might not get uni Covid compensation - but I'm claiming it out of principle Dozens of universities have received legal letters over what students say they missed out on during Covid.","BBC News","https://www.bbc.com/news/articles/cp81j7n2271o?at_medium=RSS&at_campaign=rss"
"Puberty blockers trial paused over concerns from medicines watchdog The medicines regulator is suggesting the minimum age limit for trial should be raised to 14.","BBC News","https://www.bbc.com/news/articles/cjd9z0p27k5o?at_medium=RSS&at_campaign=rss"
"Trump says he is considering limited military strike on Iran Trump's new threat came a day after he appeared to give Iran about 10 days to agree to a deal to curb its nuclear programme.","BBC News","https://www.bbc.com/news/articles/cdxzk4gvzp0o?at_medium=RSS&at_campaign=rss"
"The animal rescue centre that became a mass graveyard of dogs A senior police officer of 30 years says he has never seen animal cruelty on such a scale.","BBC News","https://www.bbc.com/news/articles/cg5n65l0nv7o?at_medium=RSS&at_campaign=rss"
"Mobile home park residents fear radiation from below Health officials have said they think there is ""suitable justification"" to look again at Tollerton Park.","BBC News","https://www.bbc.com/news/articles/cg5gjzd12v0o?at_medium=RSS&at_campaign=rss"
"UK snow carver comes second in global contest with Olympic sculpture Pippa Unwin says she is delighted to succeed with her ""ridiculously complicated"" design.","BBC News","https://www.bbc.com/news/articles/c204gpj7222o?at_medium=RSS&at_campaign=rss"
"Striking drone footage shows ship abandoned off coast of Wales Jay Curtis was flying his drone when he spotted the Resolute vessel off the coast of Pembrokeshire.","BBC News","https://www.bbc.com/news/articles/cx24n5174r2o?at_medium=RSS&at_campaign=rss"
"Supermarket worker's kindness meant I could feed my newborn baby Emma and Harry Brown say the Asda employee's kindness helped them to feed and clothe their new baby.","BBC News","https://www.bbc.com/news/articles/cp817ezrjz4o?at_medium=RSS&at_campaign=rss"
"Penguins delight residents in care home visit Residents were able to hold and stroke the two Humboldt penguins during the visit.","BBC News","https://www.bbc.com/news/articles/cvg31kv2435o?at_medium=RSS&at_campaign=rss"
"BBC News app Top stories, breaking news, live reporting, and follow news topics that match your interests","BBC News","https://www.bbc.co.uk/news/10628994?at_medium=RSS&at_campaign=rss"
"Who is Tucker Carlson and what does he tell us about the future of MAGA? And what does MAGA look like post-Trump?","BBC News","https://www.bbc.co.uk/sounds/play/w3ct8bz5?at_medium=RSS&at_campaign=rss"
"A star-filled, jaw-dropping black comedy An Oxford University student is drawn into the world of a charming aristocratic classmate.","BBC News","https://www.bbc.co.uk/iplayer/episode/m002f1vy?at_mid=5dhF4rgAGg&at_campaign=Saltburn&at_medium=display_ad&at_campaign_type=owned&at_nation=NET&at_audience_id=SS&at_product=iplayer&at_brand=m002f1vy&at_ptr_name=bbc&at_ptr_type=media&at_format=image&at_objective=consumption&at_link_title=Saltburn&at_bbc_team=BBC"
"Bond, bagpipes & controversial Canadians - why curling is must-watch Curling might seem a strange choice for prime-time Saturday night viewing, but at 18:05 GMT - live on the BBC - millions will find themselves tuning in to see if Team GB can add a fourth gold medal of these Winter Olympics.","BBC News","https://www.bbc.com/sport/articles/clyxg9gzj8lo?at_medium=RSS&at_campaign=rss"
"'Wonderfully different' Pollock ready to fire up England ""Wonderfully different"" Henry Pollock will start his first England Test in Saturday's must-win Six Nations game against Ireland.","BBC News","https://www.bbc.com/sport/rugby-union/articles/cvg3n77dvkqo?at_medium=RSS&at_campaign=rss"
"'A shame' if Pakistan players excluded from Hundred, says Brook England skipper Harry Brook says it would be ""a shame"" if Pakistan players were excluded from playing in The Hundred, and confirms he will not captain Sunrisers Leeds this year.","BBC News","https://www.bbc.com/sport/cricket/articles/c4gj78g2048o?at_medium=RSS&at_campaign=rss"
"What's eating Arsenal? North London derby now a test of Gunners' 'bottle' What's eating Arsenal? Sunday's North London derby is now a test of the Gunners' ""bottle"", says chief football writer Phil McNulty.","BBC News","https://www.bbc.com/sport/football/articles/cjwzqn3e193o?at_medium=RSS&at_campaign=rss"
"The Uber-driving English champion & his 30-year fight for a passport English light-middleweight champion Bilal Fawaz challenges for the British title belt on Saturday, but is still fighting for a British passport.","BBC News","https://www.bbc.com/sport/boxing/articles/c15xv4972v4o?at_medium=RSS&at_campaign=rss"
"'Stay humble' - Glasner reacts to fan backlash as future in doubt Sources tell BBC Sport that Crystal Palace's board is considering Oliver Glasner's future at the club.","BBC News","https://www.bbc.com/sport/football/articles/cdjm99g32exo?at_medium=RSS&at_campaign=rss"
"Surgical instrument in Kerala woman’s abdomen removed The surgery was led by Dr. O.V. Sudheer, Head of Gastrosurgery Department at Amrita Hospital; Dr. K.V. Sanjeevan, Head of Urology Department; and Dr. Radhamani. K, Head of Gynecology Department","The Hindu","https://www.thehindu.com/news/national/kerala/surgical-instrument-in-kerala-womans-abdomen-removed/article70659527.ece"
"Special drive to curb narcotics: 253 buses checked on Tumakuru Road in Bengaluru Police teams focused on preventing the illegal transportation of narcotic drugs, and other suspicious materials into the city","The Hindu","https://www.thehindu.com/news/national/karnataka/special-drive-to-curb-narcotics-253-buses-checked-on-tumakuru-road-in-bengaluru/article70659336.ece"
"GCDA rent dispute forces Blasters to shift pre-match press meet online The denial was the latest episode of the prevailing uncertainty over the stadium rent payable by KBFC to the Greater Cochin Development Authority (GCDA), which owns the stadium","The Hindu","https://www.thehindu.com/sport/football/gcda-rent-dispute-forces-blasters-to-shift-pre-match-press-meet-online/article70659370.ece"
"Bangladesh moving towards restoring visa for Indian nationals: Diplomatic sources Bangladesh had halted issuing of visas in December 2025 when Indian missions faced protest and several incidents of stone pelting targeting Indian missions and visa centres were reported","The Hindu","https://www.thehindu.com/news/international/bangladesh-moving-towards-restoring-visa-for-indian-nationals-diplomatic-sources/article70659473.ece"
"Two DMK functionaries stabbed by party worker in Dindigul Veera Saminathan, who is the party’s Vedasandur South union secretary, and his supporter Nachimuthu were stabbed; accused Manikandan apprehended","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/two-dmk-functionaries-stabbed-by-party-worker-in-dindigul/article70659233.ece"
"CPI(M) State Secretariat terms Congress protests against Health Minister Veena George unwarranted, accuses Opposition of attempting to instigate riots The Congress have been staging protests against the backdrop of the incident where an artery forceps was found in the abdomen of a woman who had undergone surgery at the Government Medical College Hospital, Alappuzha, in 2021","The Hindu","https://www.thehindu.com/news/national/kerala/cpim-state-secretariat-terms-congress-protests-against-health-minister-veena-george-unwarranted-accuses-opposition-of-attempting-to-instigate-riots/article70659349.ece"
"Maoism to be eliminated from India by March 31: Home Minister Amit Shah Union Home Minister said CRPF played an important role in Jammu and Kashmir, where the number of stone-pelting incidents has dropped to zero, besides being deployed to handle ethnic violence in Manipur and breaking the back of Maoists in only three years","The Hindu","https://www.thehindu.com/news/national/maoism-to-be-eliminated-from-india-by-march-31-home-minister-amit-shah/article70659465.ece"
"T.N. CM Stalin inaugurates Pinnacle Infotech’s global engineering hub in Madurai On the occasion, the Chief Minister also laid the foundation stone for a housing project designed to provide accommodation for about 1,200 employees","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/tn-cm-stalin-inaugurates-pinnacle-infotechs-global-engineering-hub-in-madurai/article70659182.ece"
"All languages equally worthy of respect: Mamata on International Mother Language Day ""On this sacred day, we reaffirm our pledge that if any language comes under attack, we will all stand united against it. All languages deserve equal respect,"" she said","The Hindu","https://www.thehindu.com/news/national/all-languages-equally-worthy-of-respect-mamata-on-international-mother-language-day/article70659422.ece"
"Tamil will forever remain my breath, says Kamal Haasan He extended greetings to Tamils on the occasion of International Mother Language Day","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/tamil-will-forever-remain-my-breath-says-kamal-haasan/article70659298.ece"
"KSPCA member urges Karnataka CM to announce 13th KSRP battalion for Raichur in 2026–27 budget Currently, the 6th KSRP Battalion stationed in Kalaburagi and the IRB unit at Munirabad are located approximately 180 kilometers away from Raichur, and would require nearly four-and-a-half hours of travel time while responding to an emergency","The Hindu","https://www.thehindu.com/news/national/karnataka/kspca-member-urges-karnataka-cm-to-announce-13th-ksrp-battalion-for-raichur-in-202627-budget/article70659283.ece"
"NCP-SP MLA Rohit Pawar writes to PM Modi seeking ouster of Civil Aviation Minister Rohit Pawar alleged that Ajit Pawar's death in a plane crash at Baramati last month was caused as part of a conspiracy involving the air charter company VSR","The Hindu","https://www.thehindu.com/news/national/ncp-sp-mla-rohit-pawar-writes-to-pm-modi-seeking-ouster-of-civil-aviation-minister/article70659408.ece"
"MGP demands reconstitution of Tree Authority to curb tree-felling in Mysuru During the meeting, MGP members briefed the Deputy Conservator of Forests about the progress of their ongoing tree survey project, which aims to assess tree loss on a ward-wise basis","The Hindu","https://www.thehindu.com/news/national/karnataka/mgp-demands-reconstitution-of-tree-authority-to-curb-tree-felling-in-mysuru/article70659199.ece"
"450-bed high-tech hospital to come up on RGUHS campus in Ramanagara Officials instructed to prepare a Detailed Project Report for construction of a high-tech hospital during the second phase of work at the new RGUHS campus: Sharan Prakash Patil","The Hindu","https://www.thehindu.com/news/national/karnataka/450-bed-high-tech-hospital-to-come-up-on-rguhs-campus-in-ramanagara/article70659157.ece"
"Monks criticise Sri Lankan Govt over ‘organised campaign to sully Buddhism’ The monks claimed that “organised social media campaigns are being run by vested interests and the government needs to pay attention to it”","The Hindu","https://www.thehindu.com/news/international/monks-criticise-sri-lankan-govt-over-organised-campaign-to-sully-buddhism/article70659361.ece"
"BCYP to organise BC ‘Simha Garjana’ rally seeking 44% reservation, caste census in Andhra The participating leaders will also press for 44% reservation to the BC communities in education, employment, local bodies, and legislative bodies","The Hindu","https://www.thehindu.com/news/national/andhra-pradesh/bcyp-to-organise-bc-simha-garjana-rally-seeking-44-reservation-caste-census-in-andhra/article70659098.ece"
"Shirtless protest: Court sends arrested Youth Congress workers to five-day police custody The arrested protesters were Krishna Hari, national secretary of Youth Congress from Bihar; Kundan Yadav, IYC state secretary, Bihar; Ajay Kumar, IYC state president, Uttar Pradesh; and Narasimha Yadav from Telangana","The Hindu","https://www.thehindu.com/news/national/iyc-workers-arrest-delhi-court-delhi-police-ai-summit-shirtless-protest/article70659356.ece"
"Election shock in Rajasthan: Hundreds seek voter name deletions without consent Hundreds of Form 7 applications seeking deletion of voter names surface mysteriously in Rajasthan’s Chohtan Assembly constituency.","The Hindu","https://www.thehindu.com/videos/election-shock-in-rajasthan-hundred-seek-voter-name-deletions-without-consent/article70659342.ece"
"Youth Congress protest at AI Summit tarnished India’s image: Pramod Sawant The Goa Chief Minister said the actions of the Youth Congress at the AI Summit amount to ‘political recklessness’ and tarnish the country's image","The Hindu","https://www.thehindu.com/news/national/goa/goa-chief-minister-pramod-sawant-ai-summit-congress-shirtless-protest/article70659250.ece"
"CFTRI-Mysuru workshop participants discuss how to reduce salt in Indian cuisine to counter rise in hypertension and diabetes With rising non-communicable diseases, such as hypertension and diabetes, national priorities for 2025–26, supported by the Food Safety and Standards Authority of India (FSSAI), emphasizes gradual salt and sugar reduction, front-of-pack labelling, and industry-led reformulation","The Hindu","https://www.thehindu.com/news/national/karnataka/cftri-mysuru-workshop-participants-discuss-how-to-reduce-salt-in-indian-cuisine-to-counter-rise-in-hypertension-and-diabetes/article70659124.ece"
"Cordon-and-search operation in Ahobilam; more than 280 liquor bottles seized Nearly 50 police officers and personnel under the supervision of Allagadda Deputy Superintendent of Police K. Pramod conducted the operation","The Hindu","https://www.thehindu.com/news/national/andhra-pradesh/cordon-and-search-operation-in-ahobilam-more-than-280-liquor-bottles-seized/article70659048.ece"
"ED summons Tantri and Vasu in Sabarimala gold theft case ED has been issuing notices to people in the list of accused drawn up by the SIT and beyond","The Hindu","https://www.thehindu.com/news/national/kerala/ed-summons-tantri-and-vasu-in-sabarimala-gold-theft-case/article70659237.ece"
"Man kills sister over inter-faith relationship in Uttar Pradesh; father justifies act After the crime was reported from the Matawali Patti area within the Asmoli police station limits, the man himself informed the police and confessed to killing his sister; he has been taken into custody, police said","The Hindu","https://www.thehindu.com/news/national/uttar-pradesh/man-kills-sister-over-inter-faith-relationship-in-uttar-pradesh-father-justifies-act/article70659239.ece"
"It would be ‘fine’ if Israel took over entire West Asia region, says U.S. Envoy Mike Huckabee The U.S. Ambassador appeared to walk back on the remark after a discussion on Israel’s “biblical rights” to the land and interpretations of the Old Testament","The Hindu","https://www.thehindu.com/news/international/us-ambassador-mike-huckabee-israel-west-asia-biblical-historical-rights/article70659207.ece"
"Karnataka signs LoI with European innovation event platform VivaTech Under the pact, the two sides will work together on startup and delegation exchange, collaboration across priority areas such as AI, ClimateTech, DeepTech, gaming, semiconductors and other emerging technologies, ecosystem promotion and branding","The Hindu","https://www.thehindu.com/news/national/karnataka/karnataka-signs-loi-with-european-innovation-event-platform-vivatech/article70652742.ece"
"If AI can replace people en masse, then we have reached a very dangerous tipping point: Bhutan PM Tobgay Bhutanese PM pitches for technological hub in Gelephu, hydropower cooperation with India for AI development","The Hindu","https://www.thehindu.com/news/international/interview-with-bhutan-prime-minister-tshering-tobgay/article70659097.ece"
"BJP holds demonstration outside Congress office against ‘shirtless’ protest at AI summit The BJP protesters, carrying placards and raising slogans, slammed the Congress and its leader, Rahul Gandhi, calling them ""traitors"" for allegedly tarnishing the nation's image","The Hindu","https://www.thehindu.com/news/national/bjp-holds-demonstration-outside-congress-office-against-shirtless-protest-at-ai-summit/article70659212.ece"
"KH x RK Reunion: Kamal Haasan-Rajinikanth join hands for Nelson’s film; shoot begins soon The film has music by Anirudh Ravichander and is produced under the Red Giant Movies banner","The Hindu","https://www.thehindu.com/entertainment/movies/rajinikanth-kamal-haasan-nelson-red-giant-movies-anirudh-ravichandran-rhxkh/article70654890.ece"
"U.S. tariffs ruling could have far-reaching impact, offers hope for pleas against H1B visa fees The U.S. Supreme Court judgment that dealt with the tariffs imposed by exercising President Donald Trump’s emergency powers strikes at the very root of his unilateral decision","The Hindu","https://www.thehindu.com/news/international/us-supreme-court-tariffs-ruling-trump-presidential-powers/article70659155.ece"
"BJP workers show black flags to Rahul Gandhi in Mumbai over Youth Congress AI summit protest A group of BJP supporters staged a protest at Mulund toll naka and raised slogans against the Congress leader, for consistently opposes the initiatives of Prime Minister Narendra Modi","The Hindu","https://www.thehindu.com/news/national/maharashtra/rahul-gandhi-black-flag-bjp-workers-mumbai-maharashtra-ai-summit-protest/article70659120.ece"
"IMD predicts light rainfall in few Telangana districts from February 22 to 24, warmer days and nights ahead","The Hindu","https://www.thehindu.com/news/national/telangana/imd-predicts-light-rainfall-in-few-telangana-districts-from-february-22-to-24-warmer-days-and-nights-ahead/article70659084.ece"
"India, Brazil set bilateral trade target of over $20 billion in five years PM Modi said the relations between India and Brazil have long benefitted from President Lula’s visionary outlook and inspiring leadership; he also noted that Brazil is India’s largest trade partner in Latin America.","The Hindu","https://www.thehindu.com/news/national/pm-modi-meets-brazil-president-luiz-inacio-lula-da-silva-february-21-2026/article70659138.ece"
"More than 2.5 lakh Uttar Pradesh farmers receive ₹285 crore compensation: Yogi Adityanath The Chief Minister of Uttar Pradesh said farmers who insure their crops are entitled to financial aid in case of losses caused by disasters","The Hindu","https://www.thehindu.com/news/national/uttar-pradesh/uttar-pradesh-farmers-receive-compensation-says-yogi-adityanath/article70659147.ece"
"Reciprocal tariffs are gone, but several other U.S. tariffs are still hitting Indian exporters The U.S. has over the last year imposed other tariffs, such as on steel, aluminium, and on items below $800 in value that will continue to hit both large and small Indian exporters.","The Hindu","https://www.thehindu.com/business/reciprocal-tariffs-are-gone-but-several-other-us-tariffs-are-still-hitting-indian-exporters/article70659108.ece"
"Indian-origin lawyer Neal Katyal at centre of landmark U.S. Supreme Court verdict against Trump tariffs He was born in Chicago to a paediatrician mother and engineer father, both of whom immigrated from India","The Hindu","https://www.thehindu.com/news/international/indian-origin-lawyer-neal-katyal-at-centre-of-landmark-us-supreme-court-verdict-against-trump-tariffs/article70659103.ece"
"Faculty member assaulted by student during exam at homoeopathic medical college in Kalaburagi According to college authorities, the student was found allegedly using a mobile phone inside the examination hall, in violation of institutional rules","The Hindu","https://www.thehindu.com/news/national/karnataka/faculty-member-assaulted-by-student-during-exam-at-homoeopathic-medical-college-in-kalaburagi/article70658817.ece"
"Navi Mumbai airport launches DigiYatra facility Navi Mumbai International Airport digitally joined the Civil Aviation Ministry's nationwide DigiYatra rollout alongside five other airports across the country, the private airport operator said in a statement","The Hindu","https://www.thehindu.com/news/cities/mumbai/navi-mumbai-airport-launches-digiyatra-facility/article70659094.ece"
"The Hindu Group’s coffee-table book on T.N. Assembly launched CM Stalin received the first copy of the book from Speaker Appavu","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/the-hindu-groups-coffee-table-book-on-tn-assembly-launched/article70656475.ece"
"T.N. remains distinct because of policies rooted in social justice: Thangam Thennarasu The DMK government has ensured the welfare of women, tribal communities, transgender persons, and persons with disabilities, he said","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/tn-remains-distinct-because-of-policies-rooted-in-social-justice-thangam-thennarasu/article70656357.ece"
"Nitish Kumar government announces measures for safety of pedestrians in Bihar The Chief Minister, in an X post, said, ""The State Government has taken several important decisions for the dignity (of pedestrians) and convenience of citizens walking on the roads”","The Hindu","https://www.thehindu.com/news/national/bihar/nitish-kumar-government-announces-measures-for-safety-of-pedestrians-in-bihar/article70659063.ece"
"Five years of DMK rule translated Dravidian ideology into practical governance: Speaker Appavu Speaking during the final sitting of the Assembly, Mr. Appavu contended that the government had put into practice the principles advocated by Periyar E.V. Ramasamy and former Chief Ministers C.N. Annadurai and M. Karunanidhi.","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/five-years-of-dmk-rule-translated-dravidian-ideology-into-practical-governance-speaker-appavu/article70656721.ece"
"US judge upholds $243 million verdict against Tesla over fatal Autopilot crash Elon Musk, the world’s richest person, has long touted Tesla as a leader in autonomous driving ​for private vehicles and robotaxis","The Hindu","https://www.thehindu.com/sci-tech/technology/us-judge-upholds-243-million-verdict-against-tesla-over-fatal-autopilot-crash/article70658799.ece"
"T.N. CM Stalin extends International Mother Language Day greetings “However many glorious titles we may use to praise it, the joy we feel when we call our language ‘Thamizhae’ [Oh! Tamil] is immeasurable,” Mr. Stalin said in a post on X.","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/tn-cm-stalin-extends-international-mother-language-day-greetings/article70658903.ece"
"Over 800 farmers to be trained as best vegetable cultivation volunteers to solve shortage in Telangana","The Hindu","https://www.thehindu.com/news/national/telangana/over-800-farmers-to-be-trained-as-best-vegetable-cultivation-volunteers-to-solve-shortage-in-telangana/article70656164.ece"
"Trump warns he is considering limited strikes as Iranian diplomat says proposed deal is imminent In response to a reporter's question on whether the U.S. could take limited military action as the countries negotiate, Mr. Trump said, “I guess I can say I am considering that.”","The Hindu","https://www.thehindu.com/news/international/trump-warns-he-is-considering-limited-strikes-as-iranian-diplomat-says-proposed-deal-is-imminent/article70659037.ece"
"Militant arrested in Manipur's Imphal West “Among the recovered items were a .303 rifle with a magazine, a .22 rifle, a 9 mm submachine gun, hand grenades, an MK-1 grenade, and 57 bullets of different calibres,” police said","The Hindu","https://www.thehindu.com/news/national/manipur/militant-arrested-in-manipurs-imphal-west/article70659028.ece"
"India now faces lower tariff rate of 10% with Trump’s proclamation on new levies after U.S. Supreme Court verdict Indian goods being imported into the U.S. would no longer be subject to the 18% tariff rate that had been decided on following the announcement of a framework for interim India-U.S. trade deal","The Hindu","https://www.thehindu.com/news/national/india-tariff-rate-lower-10-percent-trump-proclamation-sc-verdict-import-surcharge-february-24/article70659041.ece"
"Tamil Nadu Assembly election | DMK forms committee for seat-sharing talks In a press release, general secretary Duraimurugan said former Union Minister and party treasurer T.R. Baalu would head the committee","The Hindu","https://www.thehindu.com/news/national/tamil-nadu/tamil-nadu-assembly-election-dmk-forms-committee-for-seat-sharing-talks/article70659059.ece"
"Youth Congress workers trespass on Health Minister Veena George’s official residence, lay funeral wreath to protest “increasing medical negligence” The trespass on Ms George’s residence was the latest incident in the escalating Congress and Bharatiya Janata Party (BJP) campaign against the Left Democratic Front (LDF) following the startling discovery of an artery forceps in the abdomen of a woman who underwent surgery at the Government Medical College Hospital, Alappuzha, in 2021.","The Hindu","https://www.thehindu.com/news/national/kerala/youth-congress-workers-trespass-on-health-minister-veena-georges-official-residence-lay-funeral-wreath-to-protest-increasing-medical-negligence/article70658981.ece"
"Air quality 'moderate' in Delhi; minimum temperature at 14.2 degrees The Weather Department has predicted mainly clear sky during the day with maximum temperature expected to reach around 28.4 degrees Celsius","The Hindu","https://www.thehindu.com/news/cities/Delhi/air-quality-moderate-in-delhi-minimum-temperature-at-142-degrees/article70658964.ece"
"RSS defamation case: Rahul Gandhi appears in Bhiwandi court, names Sapkal as new guarantor BJP workers show black flags to Rahul Gandhi in Mumbai; they call it response to Youth Congress protest at AI Summit","The Hindu","https://www.thehindu.com/news/national/maharashtra/rss-defamation-case-rahul-gandhi-bhiwandi-court-appearance-on-february-21-2026/article70658971.ece"
"'Alpha male' AI world shuts out women, says computing professor Wendy Hall A 2024 UNESCO study found that large language models described women in domestic roles more often than men, who were more likely to be linked to words like ""salary"" and ""career""","The Hindu","https://www.thehindu.com/sci-tech/technology/alpha-male-ai-world-shuts-out-women-says-computing-professor-wendy-hall/article70658806.ece"
"Democrats demand refunds after U.S. Supreme Court tosses Trump tariffs U.S. Governor Pritzker urged the White House to ""cut the check"" after justices ruled 6-3 that Donald Trump had exceeded his authority by invoking emergency powers to impose tariffs that reshaped global trade","The Hindu","https://www.thehindu.com/news/international/democrats-demand-refunds-after-us-supreme-court-tosses-trump-tariffs/article70658933.ece"
"Rebel rise continues in Maharashtra as Congress-backed mayor elected in Bhiwandi BJP State president Ravindra Chavan warned of strict disciplinary action against its rebel corporators","The Hindu","https://www.thehindu.com/news/cities/mumbai/rebel-rise-continues-in-maharashtra-as-congress-backed-mayor-elected-in-bhiwandi/article70656834.ece"
"YOU.FO: the new sport in town After ultimate frisbee and pickleball, here’s a new leisure sport YOU.FO that promises to take Chennai on a global platform","The Hindu","https://www.thehindu.com/news/cities/chennai/youfo-the-new-sport-in-town/article70658937.ece"
"NASA report recalls dysfunction, heated emotions during Boeing’s botched Starliner flight Starliner’s technical failures kept NASA ‌astronauts Butch ⁠Wilmore and Suni Williams on the ISS for nine months in a high-stakes test mission ⁠initially planned to last roughly a week","The Hindu","https://www.thehindu.com/sci-tech/science/nasa-report-recalls-dysfunction-heated-emotions-during-boeings-botched-starliner-flight/article70658930.ece"
"Twenty Point Programme chief cautions against populist schemes and freebies The Chairman, accompanied by BJP district president Samanchi Srinivas and General Secretary Kadiri Naresh, received petitions from the public on civic and administrative issues","The Hindu","https://www.thehindu.com/news/national/andhra-pradesh/twenty-point-programme-chief-cautions-against-populist-schemes-and-freebies/article70656411.ece"
"Businessman held for using fake number plate, 12 challans wrongly issued to another vehicle owner The accused, Arif Khan, a resident of Ahmed Nagar in Masab Tank, was apprehended by Langar Houz police following inputs from the Hyderabad Traffic Police","The Hindu","https://www.thehindu.com/news/national/telangana/businessman-held-for-using-fake-number-plate-12-challans-wrongly-issued-to-another-vehicle-owner/article70657221.ece"
"India-U.S. trade deal has become an ‘ordeal’, Congress claims; Rahul Gandhi says ‘PM compromised’ Congress says India-U.S. interim trade deal is an “ordeal” the country is being subjected to by Prime Minister Narendra Modi's “desperation and surrender”","The Hindu","https://www.thehindu.com/news/national/congress-reaction-on-india-us-trade-deal-us-supreme-court-donald-trump-pm-modi/article70658896.ece"
"ChatGPT-maker OpenAI considered alerting Canadian police about school shooting suspect months ago OpenAI said last June the company identified the account of Jesse Van Rootselaar via abuse detection efforts","The Hindu","https://www.thehindu.com/sci-tech/technology/chatgpt-maker-openai-considered-alerting-canadian-police-about-school-shooting-suspect-months-ago/article70658790.ece"
"Donald Trump to remove Vietnam from restricted technology list: Hanoi The two leaders met in person for the first time at the White House, after Mr. Lam attended the inaugural meeting of Mr. Trump’s “Board of Peace”","The Hindu","https://www.thehindu.com/news/international/donald-trump-to-remove-vietnam-from-restricted-technology-list-hanoi/article70658868.ece"
"Metro 4 incident: Story of negligence, government apathy, dubious consultancy, and safety concerns These accidents raised concerns over the safety of the public and workers working at the metro construction site. About 337 km of the metro network will be built in the Mumbai Metropolitan Region","The Hindu","https://www.thehindu.com/news/cities/mumbai/metro-4-incident-story-of-negligence-government-apathy-dubious-consultancy-and-safety-concerns/article70656672.ece"
"AI summit statement delayed to ‘maximise’ signatories, says India ""There is huge consensus on the declaration. We are just trying to maximise the number,"" India's IT minister Ashwini Vaishnaw told reporters","The Hindu","https://www.thehindu.com/sci-tech/technology/ai-summit-statement-delayed-to-maximise-signatories-says-india/article70658793.ece"
